date,venue_id,venue_name,address,requested_latitude,requested_longitude,grid_latitude,grid_longitude,temperature_2m_mean,temperature_2m_min,temperature_2m_max,relative_humidity_2m_mean,weather_model,source
2018-10-28,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,23.5,21.7,26.1,77,ERA5-Land,open-meteo
2018-10-29,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,24.5,21.7,28.4,69,ERA5-Land,open-meteo
2018-10-30,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,23.6,19.2,28.6,66,ERA5-Land,open-meteo
2018-10-31,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,22.9,18.8,27.4,61,ERA5-Land,open-meteo
2018-11-01,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,21.2,16.5,27.3,64,ERA5-Land,open-meteo
2018-11-02,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,20.7,15.1,26.8,67,ERA5-Land,open-meteo
2018-11-03,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,21.1,15.0,26.9,76,ERA5-Land,open-meteo
2018-11-04,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,22.6,17.5,27.7,83,ERA5-Land,open-meteo
2018-11-05,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,23.6,19.3,28.2,84,ERA5-Land,open-meteo
2018-11-06,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,24.2,20.8,28.1,86,ERA5-Land,open-meteo
2018-11-07,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,23.7,22.1,27.2,90,ERA5-Land,open-meteo
2018-11-08,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,20.6,18.2,22.4,76,ERA5-Land,open-meteo
2018-11-09,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,19.7,18.8,20.9,88,ERA5-Land,open-meteo
2018-11-10,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,21.3,20.0,22.7,92,ERA5-Land,open-meteo
2018-11-11,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,22.6,21.3,24.8,95,ERA5-Land,open-meteo
2018-11-12,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,23.5,21.6,26.1,90,ERA5-Land,open-meteo
2018-11-13,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,23.2,21.9,25.2,89,ERA5-Land,open-meteo
2018-11-14,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,24.5,22.0,28.7,88,ERA5-Land,open-meteo
2018-11-15,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,25.5,23.5,29.4,88,ERA5-Land,open-meteo
2018-11-16,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,25.8,23.7,29.2,85,ERA5-Land,open-meteo
2018-11-17,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,24.8,23.1,28.0,90,ERA5-Land,open-meteo
2018-11-18,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,24.7,19.7,29.2,87,ERA5-Land,open-meteo
2018-11-19,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,19.2,17.6,20.7,82,ERA5-Land,open-meteo
2018-11-20,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,22.8,20.0,27.2,84,ERA5-Land,open-meteo
2018-11-21,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,22.8,17.5,28.1,83,ERA5-Land,open-meteo
2018-11-22,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,17.7,16.7,18.4,70,ERA5-Land,open-meteo
2018-11-23,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,18.9,15.5,22.2,67,ERA5-Land,open-meteo
2018-11-24,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,19.4,13.5,24.5,79,ERA5-Land,open-meteo
2018-11-25,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,21.3,17.4,25.1,73,ERA5-Land,open-meteo
2018-11-26,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,19.8,15.6,24.6,74,ERA5-Land,open-meteo
2018-11-27,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,19.5,14.5,24.5,77,ERA5-Land,open-meteo
2018-11-28,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,19.7,14.6,25.0,78,ERA5-Land,open-meteo
2018-11-29,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,20.2,14.8,25.5,79,ERA5-Land,open-meteo
2018-11-30,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,22.1,18.0,26.3,87,ERA5-Land,open-meteo
2018-12-01,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,22.3,21.2,23.9,95,ERA5-Land,open-meteo
2018-12-02,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,24.3,21.9,28.2,88,ERA5-Land,open-meteo
2018-12-03,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,25.3,22.9,29.4,83,ERA5-Land,open-meteo
2018-12-04,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,24.9,22.7,28.6,84,ERA5-Land,open-meteo
2018-12-05,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,24.7,22.3,28.2,85,ERA5-Land,open-meteo
2018-12-06,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,24.8,22.3,28.6,83,ERA5-Land,open-meteo
2018-12-07,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,19.7,16.3,22.2,76,ERA5-Land,open-meteo
2018-12-08,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,13.4,12.5,16.0,91,ERA5-Land,open-meteo
2018-12-09,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,12.1,11.8,12.5,93,ERA5-Land,open-meteo
2018-12-10,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,14.4,12.1,16.8,88,ERA5-Land,open-meteo
2018-12-11,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,13.3,11.6,15.5,85,ERA5-Land,open-meteo
2018-12-12,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,11.1,10.7,11.6,74,ERA5-Land,open-meteo
2018-12-13,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,12.3,11.0,13.5,68,ERA5-Land,open-meteo
2018-12-14,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,14.3,12.2,17.2,68,ERA5-Land,open-meteo
2018-12-15,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,15.6,13.6,18.6,75,ERA5-Land,open-meteo
2018-12-16,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,15.6,13.7,18.8,74,ERA5-Land,open-meteo
2018-12-17,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,16.1,12.2,21.0,73,ERA5-Land,open-meteo
2018-12-18,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,16.5,10.8,21.8,76,ERA5-Land,open-meteo
2018-12-19,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,19.0,13.2,25.2,83,ERA5-Land,open-meteo
2018-12-20,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,21.4,17.0,26.8,86,ERA5-Land,open-meteo
2018-12-21,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,23.1,20.3,26.8,87,ERA5-Land,open-meteo
2018-12-22,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,23.2,21.1,26.3,89,ERA5-Land,open-meteo
2018-12-23,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,20.6,18.3,22.4,84,ERA5-Land,open-meteo
2018-12-24,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,19.1,17.7,21.7,74,ERA5-Land,open-meteo
2018-12-25,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,20.3,16.2,25.4,85,ERA5-Land,open-meteo
2018-12-26,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,21.6,18.6,26.3,87,ERA5-Land,open-meteo
2018-12-27,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,19.3,17.6,20.9,87,ERA5-Land,open-meteo
2018-12-28,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,14.3,11.5,17.4,90,ERA5-Land,open-meteo
2018-12-29,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,10.8,9.2,11.6,76,ERA5-Land,open-meteo
2018-12-30,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,8.0,7.3,8.8,78,ERA5-Land,open-meteo
2018-12-31,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,10.1,8.3,11.9,62,ERA5-Land,open-meteo
2019-01-01,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,11.0,9.7,12.3,59,ERA5-Land,open-meteo
2019-01-02,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,12.2,10.7,13.8,62,ERA5-Land,open-meteo
2019-01-03,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,13.0,12.1,14.6,78,ERA5-Land,open-meteo
2019-01-04,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,15.2,12.3,17.3,81,ERA5-Land,open-meteo
2019-01-05,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,18.5,15.7,22.5,81,ERA5-Land,open-meteo
2019-01-06,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,17.3,15.2,19.3,84,ERA5-Land,open-meteo
2019-01-07,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,18.6,17.4,20.1,90,ERA5-Land,open-meteo
2019-01-08,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,16.4,14.4,18.0,93,ERA5-Land,open-meteo
2019-01-09,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,13.2,12.3,14.2,91,ERA5-Land,open-meteo
2019-01-10,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,14.9,13.4,16.7,92,ERA5-Land,open-meteo
2019-01-11,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,17.5,15.5,20.0,90,ERA5-Land,open-meteo
2019-01-12,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,19.4,17.5,22.3,91,ERA5-Land,open-meteo
2019-01-13,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,20.2,18.4,23.2,91,ERA5-Land,open-meteo
2019-01-14,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,20.3,18.8,22.8,93,ERA5-Land,open-meteo
2019-01-15,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,17.8,14.1,19.6,81,ERA5-Land,open-meteo
2019-01-16,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,12.8,11.9,13.9,73,ERA5-Land,open-meteo
2019-01-17,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,13.3,11.6,15.0,69,ERA5-Land,open-meteo
2019-01-18,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,14.9,11.6,17.9,78,ERA5-Land,open-meteo
2019-01-19,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,18.0,14.9,21.6,80,ERA5-Land,open-meteo
2019-01-20,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,19.1,15.3,21.4,88,ERA5-Land,open-meteo
2019-01-21,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,13.6,12.6,14.7,73,ERA5-Land,open-meteo
2019-01-22,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,14.4,12.5,17.5,61,ERA5-Land,open-meteo
2019-01-23,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,15.1,10.3,19.8,75,ERA5-Land,open-meteo
2019-01-24,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,17.7,14.3,20.9,81,ERA5-Land,open-meteo
2019-01-25,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,19.2,16.5,22.5,87,ERA5-Land,open-meteo
2019-01-26,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,18.1,15.6,19.7,89,ERA5-Land,open-meteo
2019-01-27,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,18.0,14.5,22.4,83,ERA5-Land,open-meteo
2019-01-28,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,17.6,12.9,22.3,87,ERA5-Land,open-meteo
2019-01-29,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,20.1,17.1,23.8,87,ERA5-Land,open-meteo
2019-01-30,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,21.2,18.9,24.7,84,ERA5-Land,open-meteo
2019-01-31,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,21.1,17.8,25.2,85,ERA5-Land,open-meteo
2019-02-01,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,20.0,16.7,23.9,81,ERA5-Land,open-meteo
2019-02-02,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,20.2,16.2,24.6,81,ERA5-Land,open-meteo
2019-02-03,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,21.6,18.3,25.5,84,ERA5-Land,open-meteo
2019-02-04,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,22.1,19.8,25.8,87,ERA5-Land,open-meteo
2019-02-05,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,23.0,19.9,27.5,82,ERA5-Land,open-meteo
2019-02-06,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,23.5,20.6,28.3,84,ERA5-Land,open-meteo
2019-02-07,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,23.8,20.7,29.6,84,ERA5-Land,open-meteo
2019-02-08,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,23.9,20.7,30.2,85,ERA5-Land,open-meteo
2019-02-09,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,23.9,20.4,29.2,84,ERA5-Land,open-meteo
2019-02-10,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,24.0,22.1,27.2,82,ERA5-Land,open-meteo
2019-02-11,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,20.4,18.8,22.5,86,ERA5-Land,open-meteo
2019-02-12,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,21.1,18.6,24.6,82,ERA5-Land,open-meteo
2019-02-13,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,22.1,19.5,26.0,86,ERA5-Land,open-meteo
2019-02-14,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,22.7,19.5,27.1,82,ERA5-Land,open-meteo
2019-02-15,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,22.9,20.5,26.3,85,ERA5-Land,open-meteo
2019-02-16,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,23.8,21.1,27.2,83,ERA5-Land,open-meteo
2019-02-17,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,22.0,21.7,22.9,96,ERA5-Land,open-meteo
2019-02-18,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,24.3,21.5,28.7,81,ERA5-Land,open-meteo
2019-02-19,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,24.2,21.0,29.2,86,ERA5-Land,open-meteo
2019-02-20,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,25.4,22.3,30.7,84,ERA5-Land,open-meteo
2019-02-21,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,25.0,19.2,30.9,81,ERA5-Land,open-meteo
2019-02-22,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,17.6,15.2,19.9,81,ERA5-Land,open-meteo
2019-02-23,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,15.5,13.2,18.2,91,ERA5-Land,open-meteo
2019-02-24,lac_trung,Trung tâm QSMT tại VTC,"Tầng 19, tòa nhà VTC, số 23 Lạc Trung, Hà Nội",21.0023039,105.8640524,21.0,105.899994,14.5,12.7,16.2,77,ERA5-Land,open-meteo
